latitude,longitude,mag
41.8718,-119.6127,3.55
41.8662,-119.6074,3.05
41.8729,-119.611,4.03
39.9711667,-120.7353333,3.16
41.8855,-119.6082,3
41.8722,-119.6057,3.2
36.806,-121.5358333,4.23
36.8076667,-121.5303333,3.64
41.9238,-119.6281,3.48
41.9278,-119.6276,4.02
41.9138,-119.6294,3.13
41.8769,-119.6371,3.12
41.9241,-119.6444,3.81
41.8994,-119.6261,3.04
41.8873,-119.642,3.2
41.8942,-119.615,3.01
41.9365,-119.6244,3.57
37.4673333,-118.8416667,3.18
41.8596,-119.6326,3.14
41.9009,-119.6224,4.59
41.8836,-119.6411,3.19
41.8897,-119.6399,3.12
41.8822,-119.6344,3.17
41.9003,-119.6447,3.05
41.8872,-119.6482,3.43
41.873,-119.6363,3.27
41.8812,-119.6545,4.11
41.9041,-119.6573,3.08
41.9033,-119.6346,3.04
41.8921,-119.6203,3.28
40.4006667,-121.4791667,3.85
41.9211,-119.631,3.17
41.9014,-119.6215,3.11
41.8628,-119.6066,3.48
32.8666667,-118.6535,4.11
32.8556667,-118.5988333,3.44
41.9171,-119.6386,3.59
41.9148,-119.6483,3.19
41.8923,-119.6145,3.23
41.909,-119.6588,3.29
41.9017,-119.6171,3.06
41.8718,-119.6069,3.63
41.8957,-119.6124,3.25
41.8794,-119.6114,3.19
38.7868333,-122.7623333,3.21
41.9135,-119.6466,3.27
41.9079,-119.6385,3.25
41.8933,-119.6081,3.1
41.8767,-119.6263,3.03
41.8911,-119.6192,3.55
41.8694,-119.6218,3.35
41.9036,-119.633,3.03
41.842,-119.6313,3.12
41.8852,-119.6428,3.08
41.8805,-119.6299,4.68
41.9137,-119.6021,4.14
41.8716,-119.6285,3.28
41.9311,-119.6509,3.35
41.9316,-119.5816,3.09
41.9055,-119.625,4.21
41.9215,-119.6581,3.5
41.8828,-119.6487,3.12
41.8495,-119.6366,3.11
41.8619,-119.6961,3.6
41.9061,-119.6573,4.72
41.8884,-119.6313,3.74
41.8906,-119.6497,3.65
41.8302,-119.6212,3.13
41.8748,-119.6381,3.4
41.8799,-119.6304,3.71
41.8649,-119.6349,3.54
41.891,-119.6179,3.27
41.8713,-119.61,3.47
41.8698,-119.6272,3.41
41.8799,-119.6088,3.45
41.8589,-119.6295,3.51
41.894,-119.6197,3.4
41.8291,-119.6046,4.22
41.8938,-119.6221,3.2
41.9125,-119.6217,3.22
41.8823,-119.6191,3.63
41.9221,-119.612,3.74
41.8901,-119.6214,3.41
41.9047,-119.6197,3.23
41.8886,-119.6139,3.53
41.8923,-119.6245,3.39
41.9034,-119.6284,3.24
41.9078,-119.6202,4.59
41.8987,-119.6313,3.04
41.8852,-119.6103,3.45
41.8994,-119.6348,3.25
41.8817,-119.613,4.05
38.8913,-116.1623,3.84
40.4078333,-124.8926667,3.39
34.0175,-117.2323333,3.29
32.9513333,-115.5388333,3.35
41.8857,-119.6242,3.13
41.9104,-119.6185,4.1
35.979,-116.0745,3.01
38.8016667,-122.7683333,3.59
36.1301667,-118.0518333,3.61
34.2836667,-117.0356667,3.05
40.2673333,-124.3726667,4.24
35.0178333,-116.508,3.09
37.4721667,-118.7858333,3.21
41.8785,-119.6455,3.09
37.4801667,-118.7883333,3.06
37.4811667,-118.7865,3.42
37.4798333,-118.7896667,3.06
37.2405,-117.3226,3.25
37.4788333,-118.7855,3.54
37.4773333,-118.783,3.08
37.4766667,-118.7821667,3.6
34.0331667,-116.3168333,3.3
41.8966,-119.6319,3.19
34.0338333,-116.6503333,3.16
37.4781667,-118.7846667,3.05
40.16,-123.2078333,3.06
35.6688333,-117.5251667,3.68
40.3721,-119.8162,3.14
35.8905,-115.2915,3.58
39.3171667,-123.4863333,3.93
41.8801,-119.6407,3.18
40.1675,-115.076,3.15
33.1473333,-118.3158333,3.25
41.8917,-119.6159,3.03
41.8986,-119.6266,3.18
41.8815,-119.614,3.07
41.9067,-119.641,3.91
36.6255,-120.8336667,4.43
32.4008333,-115.2506667,3.08
32.3665,-115.2418333,3.82
32.3838333,-115.2468333,3.88
37.6588333,-118.8496667,3.03
37.6518333,-118.8608333,3.53
37.6516667,-118.8513333,3.52
37.6533333,-118.8516667,3.54
37.6453333,-118.8476667,3.16
41.8959,-119.6267,3.33
41.8869,-119.6253,3.05
36.0496667,-117.8593333,3.1
38.9827,-118.1166,3.29
41.8864,-119.6343,3.05
41.8807,-119.6283,3.01
41.87,-119.6323,3.5
35.916,-118.0086667,3.18
33.7958333,-116.9635,3.04
39.7521667,-123.1331667,3.55
35.407,-117.7995,3.3
39.2353333,-120.1011667,3.41
36.6813333,-121.3111667,3.58
33.78,-116.1178333,3.34
35.6413333,-121.0788333,3.09
34.518,-118.7825,3.64
32.55,-115.6735,3.43
33.7988333,-116.964,3.64
36.979,-121.4641667,3.36
38.2358333,-122.3285,3.24
36.687,-121.3193333,3.41
41.8871,-119.6407,3.02
41.8789,-119.6349,3.11
41.8691,-119.6311,3.8
41.8905,-119.6292,3.15
38.1661667,-122.2998333,3.73
38.1785,-122.3008333,3.9
33.6968333,-118.2835,3.25
38.2383333,-122.3425,3.6
38.2598333,-122.3373333,3.51
38.235,-122.3198333,3.81
38.7601667,-122.7256667,4.38
38.2151667,-122.3123333,6.02
41.8971,-119.6293,3.09
41.8914,-119.6306,3.18
36.6868333,-121.0131667,3.84
41.8833,-119.6352,3.11
41.8946,-119.6309,3.42
41.857,-119.635,3.02
41.8897,-119.6262,3.23
41.8677,-119.6406,3.58
41.8832,-119.6118,3.32
34.3303333,-116.8301667,3.67
33.9503333,-118.7218333,3.36
34.3018333,-116.4428333,3.8
35.9896667,-116.0725,3.16
37.3273,-115.0823,3.86
35.1743333,-118.6643333,3.17
35.9405,-120.4921667,3.44
33.4835,-116.47,3.25
38.2556667,-122.3231667,3.03
41.8864,-119.6405,3.2
38.5088,-117.8544,3.12
40.5928333,-124.0966667,3.22
32.9875,-117.7448333,3.27
32.9038333,-116.268,3.52
41.9329,-119.6472,3.09
32.4698333,-117.7151667,3.18
35.5105,-116.2445,3
35.5138333,-116.2418333,3.24
32.8935,-116.2738333,3.09
32.255,-115.3223333,3.12
33.428,-116.4253333,3.37
36.9703333,-121.4601667,3.26
36.9746667,-121.462,3.17
33.5915,-115.9128333,3.02
36.9771667,-121.4635,3.31
41.9314,-119.6644,3.03
36.6266667,-116.9356667,3.36
33.5046667,-116.507,3.22
33.2506667,-115.9816667,3.19
36.4343333,-116.9325,3.63
33.1618333,-115.647,3.2
36.7676667,-121.4781667,3.07
39.1993,-119.7298,3.2
34.2761667,-117.0258333,3.03
36.1378333,-117.9658333,3.4
36.133,-117.9666667,3.01
34.2743333,-117.0178333,3.39
34.2823333,-117.0266667,4.58
33.1641667,-115.646,3.12
36.1353333,-117.9635,3.1
36.1343333,-117.965,3.03
36.1835,-118.3216667,3.1
37.8123333,-122.9528333,3.1
35.143,-118.1668333,3.03
35.3993333,-118.4746667,3.78
35.8161667,-119.8805,3.37
35.8248333,-119.847,3.01
40.5565,-124.254,3.2
35.8463333,-119.7941667,3.32
35.8436667,-119.7975,3.06
35.854,-119.8053333,3.13
36.2821667,-120.37,3.04
35.0173333,-119.3305,3.3
36.1925,-118.1408333,3.01
32.9745,-115.8896667,3.19
34.3076667,-117.4975,3.47
37.4021667,-118.5981667,3.38
35.0025,-116.9156667,3.62
35.3363333,-118.5603333,3.12
35.7345,-121.1121667,3.5
40.3455,-124.4201667,4.14
34.0958333,-118.4911667,4.16
33.5893333,-118.3695,3.8
38.4065,-119.3641667,4.02
34.9908333,-116.8665,3.03
40.3923333,-124.9901667,3.02
32.3316667,-115.1843333,3.22
34.2533333,-116.8248333,3.84
40.2366667,-121.1608333,3.67
37.4871667,-118.8466667,3.24
33.9238333,-116.7273333,3.09
33.9571667,-118.1883333,3.32
38.8148333,-122.8043333,3.29
35.4496667,-118.3485,3.51
38.4138,-118.7424,3.06
38.573,-118.4423,3.82
33.9855,-115.6631667,3.3
38.5678,-118.4469,3.14
35.4661667,-118.5218333,3.14
35.4663333,-118.521,4.24
32.6365,-115.718,3.09
38.8169,-115.7974,3.34
33.2011667,-116.0478333,3.17
35.669,-118.4655,3.01
37.3455,-113.7997,3.5
38.4493333,-122.254,3.63
34.045,-118.9426667,3.06
39.2788333,-122.7896667,3.34
36.5886667,-121.1933333,3.27
33.908,-117.9475,3.12
33.903,-117.9495,3.3
33.9613333,-117.8923333,4.14
33.9038333,-117.9551667,3.42
33.9225,-117.9003333,3.08
33.9161667,-117.9313333,3.64
33.92,-117.9316667,3.2
33.9325,-117.9158333,5.1
33.9253333,-117.9341667,3.57
33.1796667,-115.6001667,3.44
36.016,-117.5386667,3.15
36.1691667,-120.7336667,3.14
40.2978333,-124.4998333,3.22
40.3068333,-124.5126667,3.95
40.307,-124.4788333,3.32
40.3071667,-124.5278333,3.3
40.3058333,-124.5038333,3.04
34.134,-118.4861667,4.4
32.8751667,-116.2348333,3.47
40.8585,-125.0218333,4.01
34.6138333,-118.6311667,3.92
40.3481667,-124.6103333,4
36.1116667,-118.055,4.39
40.4483333,-124.8753333,3.65
40.7188333,-124.9371667,3.33
36.1045,-117.8448333,3.13
36.3975,-121.9211667,3.43
33.9698333,-118.4281667,3.13
35.9495,-117.3026667,3.13
35.7091667,-121.063,3.13
33.9296667,-116.347,3.07
35.9631667,-117.3003333,3.01
35.961,-117.2976667,3.78
35.9618333,-117.2996667,3.29
35.8651667,-121.4993333,4.06
40.3443333,-124.3455,3.08
35.3081667,-118.4901667,3.68
35.8723333,-121.4943333,3.16
35.9385,-120.4886667,3.2
35.5346667,-121.2565,3.05
35.526,-121.271,4.13
40.2918333,-124.5098333,3.56
37.6288333,-119.027,3.06
35.0263333,-119.1153333,3.59
32.5726667,-115.7006667,3.24
34.0631667,-117.553,3.07
34.216,-119.5676667,3.13
39.4211,-119.5656,3.1
39.4189,-119.5759,3.2
39.4211,-119.5675,3.22
37.334,-114.1262,3
37.3323,-114.1243,3.1
37.3237,-114.1125,4
39.424,-119.5669,3.2
37.3257,-114.1215,4.1
35.3125,-118.4963333,3.39
33.6446667,-116.7385,3.19
37.1586,-115.5899,3.17
40.6236,-116.5651,3.8
38.8393333,-122.8385,3.87
36.8171667,-121.5416667,3.06
36.9831667,-121.4658333,3.06
38.5696,-118.4437,3.3
36.7655,-121.3595,3.01
36.3941667,-116.9358333,3.15
34.1376667,-117.4376667,3.19
33.8293333,-117.687,3.63
34.143,-117.4425,4.43
36.5725,-121.035,3.03
36.8568333,-121.4288333,3.2
38.573,-118.436,3.8
38.8135,-122.8161667,4.53
36.5727,-113.8703,3.3
33.982,-118.4525,3.01
39.057,-118.108,3.9
38.7866667,-122.7408333,3.25
40.29,-124.4526667,4.02
35.6646667,-118.469,3.02
38.1922,-115.3491,3
33.5015,-116.4773333,3.08
33.7001667,-116.7325,3.63
33.3883333,-116.3325,3.3
32.4008333,-116.265,4.09
36.228,-118.3296667,3.27
40.5145,-124.8226667,4.3
36.1443333,-118.0686667,3.31
36.138,-118.0566667,3.02
36.1425,-118.0671667,3.11
36.1403333,-118.0688333,3.4
36.1405,-118.0648333,4.3
37.7246,-115.1412,3.8
40.6915,-124.5063333,4.11
35.8113333,-119.8008333,4.08
39.348,-119.9992,3
38.6761667,-122.3896667,3.65
38.7901667,-122.778,3.41
36.1381667,-118.0643333,3.19
36.9395,-121.5356667,3.65
37.5033333,-118.8373333,3.02
33.0023333,-116.4575,3.16
33.0006667,-116.457,3.19
40.3696667,-123.7153333,3.41
32.7045,-118.271,3.14
40.3058333,-124.5608333,3.65
38.7876667,-122.761,3.43
37.7863333,-121.9658333,3.32
37.8933,-116.0711,3.1
34.018,-117.2336667,3.09
32.2795,-115.3056667,3.53
34.7076667,-116.2923333,3.19
36.2488333,-120.8156667,3.2
40.6805,-123.472,3.19
39.8931667,-120.8408333,3.06
37.2656,-117.5804,3.1
38.7448333,-122.7223333,3.25
37.0611,-116.0835,3.1
37.4703333,-118.8438333,3.15
37.4713333,-118.8433333,3.2
37.5128333,-118.834,3.14
37.531,-118.8251667,3.75
32.3856667,-115.1631667,3.65
39.3978333,-123.2703333,3.1
36.5998333,-121.2113333,3.38
39.0668,-115.5395,3
37.8826667,-122.2305,3.15
36.1516667,-118.0683333,3.17
33.204,-115.677,3
33.2015,-115.676,3.61
37.3795,-118.4018333,3.09
38.9244,-115.3313,3.8
40.9835,-124.7498333,4.94
37.5273333,-118.8536667,3.35
37.5261667,-118.8521667,3.07
35.6591667,-118.4725,3.4
32.324,-115.2998333,3.03
34.7105,-116.2948333,3.64
34.7091667,-116.2938333,4.28
40.4473333,-124.1651667,3.9
33.7998333,-117.6841667,3
38.8328323,-122.800499,3.12
32.8736667,-115.9946667,3.71
32.8986667,-116.2815,3.58
32.8973333,-116.2755,3.29
40.455,-123.4071667,3.84
38.653,-119.4304,3.3
33.4608333,-116.6035,3.43
32.2546667,-115.2541667,3.19
33.3406667,-116.3905,3.8
34.0816667,-117.784,3.75
34.0816667,-117.785,3.68
32.879,-116.2528333,3.22
37.5323,-115.4705,3.8
32.4113333,-115.2148333,4.08
39.2286667,-122.7018333,3.11
35.7645,-117.6036667,3.16
40.262,-124.2911667,3.17
37.3643333,-118.5761667,3.34
33.2921667,-116.4223333,3.22
40.3906667,-124.6515,3
37.6388333,-118.939,3.08
39.0807,-115.5021,3.8
38.762,-122.7125,3.76
32.2551667,-115.3043333,3.34
39.6696,-119.6841,4.2
35.479,-118.2885,3.6
35.4803333,-118.2853333,4.2
34.0113333,-116.6273333,3.01
34.5666667,-120.9566667,4.06
33.4323333,-117.0886667,3.59
35.4816667,-118.2873333,3.09
40.16,-121.028,3.63
40.1701667,-121.0345,3.13
40.1453333,-121.0301667,3.43
40.3576667,-124.0921667,3.17
35.4823333,-118.287,3.32
33.1851667,-115.9733333,3.21
38.0273,-118.0882,3
36.0215,-117.776,3.75
32.8795,-116.2543333,3.26
32.8796667,-116.256,3.76
32.8771667,-116.2553333,3.92
36.0761667,-120.6391667,3.35
36.1403333,-118.0661667,3.91
40.8081667,-124.4018333,4.47
38.7528333,-122.7118333,3.23
39.9891667,-120.8745,3.13
35.4823333,-118.2878333,3.18
37.5307,-115.4983,3
32.9723333,-115.8805,3.05
38.406,-118.7454,3
38.8101667,-122.8113333,3.25
35.486,-118.2875,4.29
33.942,-116.736,3.19
40.1813333,-121.05,3.02
36.569,-121.1625,3.19
41.0935,-125.0553333,3.5
38.8088333,-122.8185,3.5
37.4323333,-121.7716667,3.28
38.8081667,-122.7946667,3.7
40.8721667,-124.7223333,3.13
40.2076667,-121.0238333,3.35
40.9261667,-124.439,3.26
38.8118333,-122.8148333,3.22
36.6391667,-121.2555,3.35
33.2491667,-116.0046667,3.29
33.6245,-116.6956667,3.41
36.7536667,-121.4701667,3.87
33.739,-115.9453333,3.03
34.0093333,-117.1718333,3.09
41.3455,-123.3761667,3.78
40.2146667,-121.111,3.02
40.2115,-121.1116667,3.73
33.2066667,-115.5528333,3.05
33.2091667,-115.5553333,3.58
33.232,-115.6253333,3.92
33.2335,-115.6251667,3.05
38.794,-122.7465,3.3
38.7888333,-122.762,3.25
36.213,-117.911,3.17
33.6863333,-119.1305,3.09
40.1836667,-121.0951667,3.54
34.4203333,-119.9341667,3.11
34.4061667,-119.9198333,4.8
40.1921667,-121.0508333,3.01
36.0633333,-120.2041667,3.27
40.157,-121.0663333,3.3
40.1471667,-121.0823333,3.23
35.1615,-116.84,3.3
40.1921667,-121.0495,3.37
40.1969,-121.0376,3.6
40.1793333,-121.051,3.47
40.179,-121.051,3.5
40.1758333,-121.0723333,3.27
40.1973333,-121.0681667,3.11
40.1783333,-121.0481667,3.94
40.1552,-121.0359,3.3
40.1783333,-121.0483333,3.75
40.1808333,-121.0575,3.6
40.1856667,-121.0791667,3.56
40.1743333,-121.0695,3.99
40.1826667,-121.0718333,4.87
40.2013333,-121.1071667,3.72
40.2066667,-121.0958333,3.05
40.1608,-121.001,3.2
40.1971667,-121.0906667,3
40.1748333,-121.047,3.36
40.1883333,-121.0393333,3.42
40.1713333,-121.0683333,3.24
40.1933333,-121.1115,3.12
40.1625,-121.0555,3.43
40.1791667,-121.0621667,3.44
40.1963333,-121.0621667,3.34
40.186,-121.0631667,4.21
40.1875,-121.0653333,4.59
40.1918333,-121.0595,5.69
32.259,-115.3068333,3.2
41.9874,-117.0513,3.3
32.2816667,-115.3235,3.02
40.4231667,-124.4905,3.78
40.2858333,-124.4603333,4.28
33.5828333,-118.3788333,3.24
37.3778333,-119.038,3.02
33.2125,-115.5525,3.07
33.2031667,-115.5498333,3.54
34.8578333,-119.2386667,3.18
33.6583333,-118.3721667,4.08
33.9795,-116.767,3.12
40.3305,-124.5913333,3.57
37.3735,-121.7235,3.5
34.4788333,-119.311,3.63
33.9798333,-118.7706667,3.16
40.297,-124.3838333,3.86
38.7343333,-119.6743333,3.12
36.1736667,-117.8538333,3.17
33.1553333,-115.642,3.03
39.5311667,-123.04,3.12
33.9581667,-118.4185,3.14
33.6463333,-116.7401667,3.08
32.338,-115.3321667,3.19
32.295,-115.2053333,3.5
32.3048333,-115.2256667,3.11
37.4601667,-121.7726667,3.12
38.555,-119.6205,3.15
38.7895,-122.7483333,3.47
35.4913333,-118.3938333,3.11
37.4751667,-118.3645,3.39
37.4046,-114.3144,3.6
40.503,-124.5233333,3.01
37.3854,-114.9607,3.4
34.7115,-116.287,3.22
33.8023333,-116.0931667,3.49
39.0554,-118.1692,3.1
37.5921667,-118.7971667,3.37
35.7246667,-121.1123333,3.62
33.4945,-116.443,3.68
33.4953333,-116.4445,3.41
37.3362,-114.9687,3.4
40.6138333,-124.9688333,4.29
37.642,-118.9275,3.08
32.6015,-115.7183333,3.36
39.5698333,-123.0696667,3.07
38.6456667,-119.553,3.14
38.825,-122.7978333,3.4
38.827,-122.7973333,3.95
38.8123333,-122.7861667,4.44
33.5126667,-116.475,3.42
33.508,-116.4475,3
33.5008333,-116.4581667,4.7
37.6916667,-123.0026667,3.31
38.7545,-122.7311667,3.29
34.0335,-117.2473333,3.47
40.3123333,-124.6685,4.18
35.8298333,-116.7996667,4.14
32.6885,-115.8253333,3.13
38.1295,-118.2589,3.6
38.0611667,-118.058,4.07
38.0237,-118.0646,4
34.0201667,-117.2205,3.56
38.0297,-118.0623,3.5
37.1478333,-121.5413333,3.15
41.217,-117.484,3.5
33.2318333,-116.0563333,3.63
33.0141667,-116.311,3.36
39.6746667,-123.5448333,3.36
34.7861667,-118.6265,3.01
38.032,-118.0504,3.2
38.0353,-118.0565,3.8
38.0316,-118.0522,3.5
38.0332,-118.0441,3.7
38.0221,-118.0609,3.5
38.0256,-118.0378,3.1
38.0307,-118.0498,3.4
38.0328,-118.049,3.7
38.0347,-118.0902,3.5
38.0382,-118.047,3.1
38.026,-118.033,3.3
38.0222,-118.0553,5.1
34.7811667,-118.6295,3
38.8126667,-122.8191667,3.03
38.0033,-115.4532,3.3
35.6665,-121.073,3.06
36.2681667,-120.8416667,3.44
39.8178333,-123.6253333,3.45
38.5598333,-119.6155,4
38.559,-119.6203333,3.67
32.9208333,-117.4976667,3.12
34.7858333,-119.4806667,3.28
38.154,-118.0272,3
34.0076667,-117.1298333,3.05
35.487,-118.2885,3.59
32.2598333,-115.3335,3.16
36.5631667,-121.0741667,3.07
36.5633333,-121.0746667,3.52
39.7808333,-123.5666667,3.31
37.2731,-114.3627,3
37.4228333,-118.3296667,3.19
32.3353333,-115.3175,3.59
36.5636667,-121.0706667,3.4
36.1521667,-118.0605,3.45
35.9703333,-120.526,3.28
32.3251667,-115.2381667,3.64
35.6426667,-120.9381667,3.74
36.699,-121.3323333,3.09
36.6955,-121.328,3.12
32.9966667,-116.2388333,4.02
40.28,-124.3596667,3.79
38.7878333,-122.763,3.09
32.7891667,-115.5478333,3.6
33.8841667,-115.9876667,3.49
38.8228333,-122.7965,3.7
40.2946667,-124.4988333,3.52
40.3021667,-124.5276667,3.11
33.8943333,-119.3455,3.03
36.0903333,-117.845,3.64
42.1261667,-124.349,3.34
36.0908333,-117.8471667,3.69
33.7316667,-118.8161667,3.17
34.5526667,-120.1816667,3.03
37.5296667,-118.8168333,3.09
34.3683333,-117.179,3.41
33.0036667,-116.2348333,3.57
36.6156667,-121.2233333,3.33
38.811,-122.7903333,3.28
36.6161667,-121.2243333,3.18
39.0456667,-123.0908333,3.32
34.3386667,-118.4835,3.2
33.8893333,-118.56,3.25
40.5071,-115.3264,3.3
36.8146667,-121.5473333,3.33
40.9736667,-123.6996667,3.21
37.0883333,-121.503,3.22
36.5915,-121.2008333,3.94
34.3508333,-118.458,3.86
33.6918333,-116.8131667,3.87
40.2988333,-124.5321667,3.69
40.9011667,-123.9343333,3.55
36.3068333,-120.8473333,3.09
36.309,-120.849,3.58
36.3096667,-120.856,5.29
36.4671667,-121.0351667,3.41
32.4115,-115.224,3
36.521,-114.3213333,3.04
36.586,-121.1823333,3.05
33.7101667,-117.3491667,3.35
38.2353333,-122.1671667,3.25
33.0123333,-116.3115,4.16
41.3485,-117.348,3.3
35.9281667,-117.6796667,3.47
39.7236,-119.4361,3.8
32.8046667,-116.1438333,4.13
36.22,-118.3178333,3.14
32.2805,-115.2665,3.75
36.8898333,-117.4143333,3.19
36.486,-114.8789,3.6
39.1678333,-123.1658333,4.51
33.1588333,-115.6415,3.12
38.8256667,-122.7573333,3.1
40.4568333,-124.4453333,3.51
33.6938333,-116.7375,3.02
38.7926667,-122.7665,3.43
40.4398333,-124.1655,3.09
40.4368333,-124.163,3.96
40.4378333,-124.1608333,3.05
40.4426667,-124.1856667,4.43
38.7923333,-123.5788333,3.12
41.265,-117.453,3.9
33.2796667,-115.7128333,3.25
36.1206667,-119.9986667,4.06
36.1161667,-120.058,3.68
34.066,-118.3983333,3.4
38.8356667,-122.8051667,3.02
34.0681667,-118.3915,3.2
37.9677,-117.1084,3.5
35.9931667,-120.5601667,3.32
33.0165,-115.5385,3.45
40.8762,-118.8149,3.2
33.906,-117.7876667,4.13
36.0105,-118.4025,3.47
35.8441667,-117.7783333,3.27
36.0063333,-118.3996667,3.25
32.6571667,-115.9353333,3.34
36.0125,-118.3991667,3.25
32.9731667,-115.6113333,3.52
37.5016667,-118.831,3.04
33.0043333,-115.5688333,4.24
33.0056667,-115.5701667,3.77
36.0088333,-118.4018333,3.31
33.0436667,-115.5303333,3.42
33.0548333,-115.5416667,3.31
33.0211667,-115.5195,4.9
32.9855,-115.5875,3.07
32.9748333,-115.6091667,3.14
32.992,-115.5795,3.38
33.0245,-115.534,3.25
33.0426667,-115.5313333,3.16
33.0033333,-115.5368333,3.2
33.028,-115.5305,4.63
32.9876667,-115.5885,4.31
33.0138333,-115.5498333,3.21
32.9936667,-115.5886667,3.38
32.9923333,-115.5905,3.48
33.015,-115.5436667,3.39
32.9885,-115.5785,3.04
32.9865,-115.582,3.08
33.0285,-115.5318333,3.77
32.9913333,-115.5805,3.59
32.9973333,-115.5461667,3
34.175,-115.608,3.9
32.9801667,-115.6076667,3.94
33.0285,-115.5216667,3.3
33.0373333,-115.5346667,4.25
32.9958333,-115.5958333,3.41
33.0253333,-115.5371667,3.18
33.0185,-115.5403333,5.41
33.0191667,-115.5498333,3.09
33.0203333,-115.5465,3.48
33.0078333,-115.5641667,3.51
33.0208333,-115.544,3.56
33.0006667,-115.5828333,3.44
32.9985,-115.5646667,3.09
33.0228333,-115.5421667,3.15
32.9866667,-115.5966667,4.33
33.002,-115.5136667,3.36
33.0028333,-115.5765,3.5
33.0135,-115.5591667,4.89
33.0171667,-115.5536667,5.32
33.0041667,-115.566,3.4
33.0011667,-115.5658333,3.87
33.0158333,-115.5363333,4.59
33.0171667,-115.5481667,3.95
33.0135,-115.5445,3.03
33.0126667,-115.5493333,3.25
33.0088333,-115.5518333,3.81
33.8708333,-116.1966667,3.31
36.4591667,-117.8778333,3
34.2546667,-117.0731667,3.03
33.1675,-115.98,3.4
40.251,-119.5706,3.5
35.9546667,-117.6691667,3.54
33.828,-118.5708333,3.43
37.3273333,-118.391,3.49
33.9005,-117.789,3.36
33.9035,-117.7906667,4.45
33.9048333,-117.7916667,4.46
35.9498333,-120.5028333,4.45
38.7776667,-122.721,3.25
32.7865,-115.4503333,3.33
40.3203,-116.4411,3.2
33.9635,-118.407,3.55
34.0893333,-116.3923333,3.17
34.2088333,-117.5555,3.12
36.4861667,-120.737,3.32
34.0895,-116.3913333,3.86
40.7466667,-123.6788333,3.99
38.8193333,-122.7961667,3.83
39.4795,-123.8041667,4.42
33.9613333,-116.1321667,3.27
33.8658333,-119.3103333,3.27
34.304,-116.8415,3.51
33.3781667,-116.301,3.36
37.8566667,-118.5321667,3.07
39.7775,-123.3481667,3.56
38.2164,-116.4919,3.2
34.0615,-116.3656667,3.31
39.463,-123.3161667,3.47
37.2633333,-121.6371667,3.28
39.3178,-119.9904,4.2
33.0751667,-116.0456667,3.25
38.8328333,-122.801,3.03
37.143,-116.363,3.1
32.281,-115.3633333,3.05
33.9085,-117.7916667,3.99
40.8706667,-123.4683333,3.4
38.0866667,-119.1446667,3.16
40.9851667,-124.8321667,3.55
34.9518333,-116.7223333,3.07
37.2613333,-121.6356667,3.52
33.1758333,-118.8333333,3.51
33.6918333,-119.058,3.98
34.947,-116.7218333,3.78
34.9475,-116.724,3.17
32.6768333,-115.7031667,4.03
34.9626667,-118.577,3.61
33.476,-116.4868333,3.38
37.1896667,-118.094,3.21
33.3195,-116.4021667,3.61
38.7873333,-122.7756667,3.9
34.1596667,-116.4238333,3.16
40.8571,-118.8052,3
38.799,-122.776,3.34
38.7956667,-122.7608333,4.25
32.4206667,-115.5513333,3.3
37.0636667,-117.9473333,3.14
34.2343333,-117.4345,3.82
40.3768333,-124.9858333,3.83
33.7115,-116.8401667,3.31
33.5025,-117.7198333,3.93
33.3218333,-116.4023333,3.49
36.7781667,-121.4955,3.08
33.794,-116.0931667,3.04
40.9736667,-124.4221667,4.15
35.4663333,-119.3476667,3.43
36.8916667,-121.6278333,3.48
33.4641667,-116.4663333,3.52
32.6216667,-115.8163333,3.12
32.6553333,-115.835,3.23
36.5571667,-121.1186667,3.69
32.6155,-115.816,3.01
33.8576667,-116.1568333,3.54
33.8575,-116.1565,3.52
35.694,-121.1475,3
33.3785,-116.8525,3
34.0056667,-118.8311667,3.02
33.304,-116.8788333,3.26
33.0071667,-116.4498333,3.31
32.5898333,-115.6866667,3.03
34.152,-117.4495,3.42
32.6741667,-115.7045,3.63
38.4158,-118.7152,3.5
40.4111667,-124.5868333,3.61
32.6706667,-115.7086667,3.16
38.8333333,-122.7663333,3.08
33.2293333,-116.1016667,3.27
33.2281667,-116.097,3.4
39.0211667,-122.5773333,3.4
39.9181,-115.6614,3.2
37.9268333,-122.3103333,3.99
37.9268333,-122.3038333,3.44
36.6385,-121.2523333,3.42
36.6385,-121.2523333,3.15
37.359,-113.842,3
33.2136667,-115.5605,3.38
33.2093333,-115.557,3.16
33.2158333,-115.5561667,3.33
41.1426667,-123.7933333,3.73
33.896,-119.4238333,3.46
38.6541,-118.7552,3.2
33.216,-115.555,3.22
40.2795,-124.3138333,4.28
38.6408333,-118.7755,3.2
38.6499,-118.7564,3.2
33.2116667,-115.5541667,3.01
40.064,-119.5737,3
38.0781667,-122.234,3.54
38.0766667,-122.2328333,3.55
33.2421667,-116.2516667,3.01
41.1431667,-123.7903333,5.6
38.7926667,-122.7431667,4.16
33.2026667,-115.5525,3
41.3363,-119.9816,3.1
40.0271,-118.8231,3.4
33.3585,-118.2133333,3.32
32.923,-115.5275,3.4
40.897,-115.062,3.5
38.8195,-122.8003333,3
38.8251667,-122.7991667,3.31
32.2991667,-115.294,3.3
38.8121667,-122.8163333,3.28
41.0346667,-121.997,3.21
36.9363333,-121.683,3.22
